defensive_team,posteam,receiver,air_yards,pass_location,reception
DAL,MIA,K.Drake,3,3,1
DAL,MIA,P.Williams,23,3,1
DAL,MIA,J.Grant,6,3,1
DAL,MIA,P.Williams,15,3,0
MIA,DAL,T.Pollard,5,2,1
MIA,DAL,NA,0,3,0
MIA,DAL,D.Smith,28,1,0
DAL,MIA,K.Drake,-2,3,1
DAL,MIA,M.Gesicki,1,1,1
DAL,MIA,J.Grant,5,2,1
DAL,MIA,J.Grant,0,3,0
DAL,MIA,K.Drake,-3,1,1
DAL,MIA,D.Parker,7,2,0
MIA,DAL,R.Cobb,0,2,0
MIA,DAL,NA,47,3,0
MIA,DAL,D.Smith,19,3,1
MIA,DAL,R.Cobb,12,3,1
MIA,DAL,A.Cooper,19,2,1
DAL,MIA,D.Parker,4,3,1
MIA,DAL,J.Witten,5,3,1
MIA,DAL,J.Witten,4,3,1
MIA,DAL,E.Elliott,1,3,1
MIA,DAL,E.Elliott,5,3,1
MIA,DAL,A.Cooper,15,1,1
DAL,MIA,P.Williams,15,1,0
DAL,MIA,J.Grant,6,1,1
MIA,DAL,T.Pollard,-2,1,1
DAL,MIA,J.Grant,37,1,0
DAL,MIA,K.Ballage,0,1,0
DAL,MIA,P.Williams,0,1,0
DAL,MIA,D.Parker,44,3,0
MIA,DAL,R.Cobb,-3,1,1
MIA,DAL,B.Jarwin,0,1,0
MIA,DAL,E.Elliott,6,2,0
DAL,MIA,D.Smythe,6,2,0
DAL,MIA,P.Williams,0,1,0
DAL,MIA,P.Williams,8,1,1
DAL,MIA,K.Drake,3,1,0
DAL,MIA,M.Gesicki,0,1,1
DAL,MIA,K.Ballage,0,2,0
DAL,MIA,K.Ballage,-5,3,1
DAL,MIA,D.Parker,4,2,1
DAL,MIA,M.Gesicki,4,1,1
DAL,MIA,D.Parker,30,1,0
NYG,TB,M.Evans,18,2,1
NYG,TB,M.Evans,14,3,1
NYG,TB,O.Howard,21,1,0
NYG,TB,M.Evans,21,3,1
TB,NYG,E.Engram,3,3,1
TB,NYG,S.Shepard,16,1,1
TB,NYG,E.Engram,6,3,1
TB,NYG,S.Barkley,3,1,1
TB,NYG,R.Shepard,3,1,0
NYG,TB,R.Jones,0,1,1
NYG,TB,M.Evans,9,1,0
NYG,TB,B.Perriman,6,3,1
NYG,TB,O.Howard,15,2,1
NYG,TB,M.Evans,3,2,0
NYG,TB,M.Evans,1,1,1
TB,NYG,S.Barkley,-4,1,1
TB,NYG,E.Engram,4,2,1
TB,NYG,E.Engram,4,3,1
TB,NYG,S.Shepard,4,2,1
TB,NYG,D.Slayton,7,1,0
TB,NYG,D.Slayton,29,3,0
TB,NYG,S.Barkley,13,1,1
TB,NYG,S.Barkley,2,1,0
NYG,TB,M.Evans,44,2,1
NYG,TB,M.Evans,19,3,0
TB,NYG,S.Shepard,36,3,0
TB,NYG,B.Fowler,21,2,0
NYG,TB,A.Auclair,3,1,0
NYG,TB,O.Howard,27,3,1
TB,NYG,S.Barkley,1,1,1
TB,NYG,D.Slayton,13,2,1
NYG,TB,D.Ogunbowale,7,2,1
NYG,TB,C.Godwin,8,2,1
NYG,TB,M.Evans,16,2,1
TB,NYG,S.Shepard,5,2,1
TB,NYG,R.Shepard,40,2,0
NYG,TB,M.Evans,15,2,1
NYG,TB,D.Ogunbowale,4,2,1
NYG,TB,B.Wilson,34,1,0
NYG,TB,M.Evans,24,3,0
TB,NYG,E.Engram,13,1,1
NYG,TB,O.Howard,16,2,1
NYG,TB,B.Perriman,5,3,0
TB,NYG,S.Shepard,5,2,1
TB,NYG,D.Slayton,40,2,1
TB,NYG,R.Shepard,4,3,0
TB,NYG,R.Shepard,6,1,1
TB,NYG,S.Shepard,7,3,1
NYG,TB,M.Evans,8,3,0
TB,NYG,S.Shepard,15,1,0
NYG,TB,M.Evans,0,3,0
NYG,TB,C.Brate,6,3,1
NYG,TB,P.Barber,0,1,1
NYG,TB,D.Ogunbowale,5,2,1
NYG,TB,C.Godwin,43,3,0
NYG,TB,P.Barber,2,3,1
NYG,TB,C.Godwin,7,1,1
NYG,TB,NA,9,2,0
TB,NYG,R.Ellison,3,3,1
TB,NYG,R.Shepard,5,3,0
NYG,TB,C.Brate,0,1,1
TB,NYG,S.Shepard,5,3,1
TB,NYG,D.Slayton,18,3,1
TB,NYG,E.Engram,0,3,1
TB,NYG,S.Shepard,17,1,1
TB,NYG,B.Fowler,5,3,1
TB,NYG,E.Engram,3,3,0
TB,NYG,E.Engram,3,3,0
NYG,TB,C.Godwin,20,2,1
NYG,TB,M.Evans,43,3,1
ARI,CAR,G.Olsen,15,3,1
ARI,CAR,C.McCaffrey,2,1,1
ARI,CAR,C.Samuel,7,3,1
ARI,CAR,G.Olsen,17,3,0
CAR,ARI,C.Kirk,-5,2,1
CAR,ARI,C.Kirk,-5,3,1
CAR,ARI,C.Kirk,0,3,0
CAR,ARI,L.Fitzgerald,2,3,1
CAR,ARI,M.Crabtree,6,3,1
CAR,ARI,C.Clay,4,1,1
CAR,ARI,C.Kirk,-2,3,1
CAR,ARI,L.Fitzgerald,-3,3,1
ARI,CAR,C.Samuel,11,3,1
ARI,CAR,C.McCaffrey,2,2,1
ARI,CAR,A.Armah,-4,3,1
ARI,CAR,G.Olsen,12,2,1
ARI,CAR,C.Hogan,1,3,1
ARI,CAR,NA,1,3,0
ARI,CAR,C.Samuel,5,3,1
CAR,ARI,D.Johnson,0,3,1
CAR,ARI,C.Edmonds,3,2,1
CAR,ARI,D.Johnson,2,2,1
ARI,CAR,G.Olsen,14,3,1
ARI,CAR,C.McCaffrey,6,1,0
CAR,ARI,D.Johnson,-4,1,1
CAR,ARI,L.Fitzgerald,7,2,1
CAR,ARI,C.Kirk,3,2,1
CAR,ARI,M.Crabtree,0,3,1
CAR,ARI,C.Kirk,5,2,1
CAR,ARI,C.Edmonds,6,3,0
CAR,ARI,C.Kirk,-1,1,1
CAR,ARI,D.Johnson,2,1,1
ARI,CAR,J.Wright,3,3,1
ARI,CAR,C.McCaffrey,1,2,1
ARI,CAR,D.Moore,17,2,1
CAR,ARI,C.Kirk,45,2,0
CAR,ARI,D.Johnson,6,1,0
CAR,ARI,K.Johnson,4,3,1
ARI,CAR,C.Hogan,25,1,0
ARI,CAR,D.Moore,12,1,0
CAR,ARI,C.Kirk,5,2,1
CAR,ARI,K.Johnson,13,3,0
CAR,ARI,L.Fitzgerald,20,2,1
CAR,ARI,D.Byrd,27,1,0
CAR,ARI,C.Kirk,7,3,1
CAR,ARI,D.Byrd,-2,1,1
CAR,ARI,D.Byrd,5,1,1
CAR,ARI,D.Johnson,-8,1,1
ARI,CAR,G.Olsen,14,3,1
ARI,CAR,J.Wright,18,1,1
ARI,CAR,G.Olsen,2,1,1
CAR,ARI,K.Johnson,5,3,1
CAR,ARI,NA,16,3,0
CAR,ARI,C.Kirk,2,2,1
CAR,ARI,T.Sherfield,25,1,0
CAR,ARI,K.Johnson,3,3,1
CAR,ARI,D.Johnson,0,3,1
CAR,ARI,NA,21,1,0
ARI,CAR,C.Samuel,14,3,1
ARI,CAR,C.Samuel,3,2,0
ARI,CAR,G.Olsen,3,1,1
CAR,ARI,C.Kirk,6,3,1
CAR,ARI,L.Fitzgerald,5,3,0
ARI,CAR,C.Samuel,15,3,1
CAR,ARI,D.Johnson,0,3,0
CAR,ARI,L.Fitzgerald,-1,1,1
ARI,CAR,C.Samuel,-1,3,0
CAR,ARI,D.Johnson,11,1,0
CAR,ARI,NA,17,1,0
PIT,SF,G.Kittle,12,1,1
PIT,SF,NA,-2,3,0
SF,PIT,J.Conner,0,2,1
SF,PIT,J.Smith-Schuster,-2,1,1
SF,PIT,J.Smith-Schuster,-1,1,1
PIT,SF,G.Kittle,3,3,1
PIT,SF,R.James Jr,16,2,1
PIT,SF,D.Samuel,7,2,1
PIT,SF,G.Kittle,-4,3,1
SF,PIT,D.Johnson,3,1,0
PIT,SF,NA,11,2,0
SF,PIT,J.Washington,-1,3,1
SF,PIT,J.Smith-Schuster,13,1,0
SF,PIT,J.Conner,-2,2,1
PIT,SF,G.Kittle,8,3,1
PIT,SF,K.Juszczyk,25,1,1
SF,PIT,V.McDonald,-5,1,1
SF,PIT,V.McDonald,19,1,0
SF,PIT,D.Johnson,4,3,0
PIT,SF,K.Juszczyk,11,1,1
PIT,SF,M.Goodwin,15,2,1
PIT,SF,G.Kittle,7,1,0
SF,PIT,J.Washington,0,2,0
SF,PIT,X.Grimble,4,2,0
PIT,SF,D.Pettis,7,2,1
PIT,SF,M.Breida,3,3,1
PIT,SF,G.Kittle,0,2,0
PIT,SF,G.Kittle,10,2,1
PIT,SF,J.Wilson,-4,2,0
PIT,SF,M.Breida,1,1,1
SF,PIT,D.Johnson,-1,1,1
SF,PIT,J.Smith-Schuster,10,3,0
SF,PIT,D.Johnson,1,1,1
PIT,SF,D.Pettis,-5,3,1
SF,PIT,D.Johnson,33,1,0
SF,PIT,NA,10,3,0
PIT,SF,R.Mostert,1,1,0
PIT,SF,K.Bourne,12,2,1
PIT,SF,K.Juszczyk,0,2,1
SF,PIT,J.Washington,10,3,0
SF,PIT,J.Smith-Schuster,6,1,0
PIT,SF,D.Samuel,56,3,0
PIT,SF,K.Bourne,4,2,0
SF,PIT,J.Conner,-5,3,1
SF,PIT,J.Smith-Schuster,11,1,1
PIT,SF,D.Samuel,19,1,1
PIT,SF,D.Samuel,5,1,1
PIT,SF,D.Pettis,7,1,1
SF,PIT,X.Grimble,1,1,1
SF,PIT,J.Washington,0,3,1
SF,PIT,D.Johnson,37,1,1
PIT,SF,M.Goodwin,21,1,1
PIT,SF,NA,7,2,0
SF,PIT,J.Conner,1,2,1
PIT,SF,G.Kittle,2,3,1
PIT,SF,R.James Jr,6,1,1
PIT,SF,D.Pettis,5,1,1
SF,PIT,NA,0,3,0
SF,PIT,J.Washington,10,1,0
NO,SEA,W.Dissly,1,1,1
NO,SEA,C.Carson,-6,1,1
NO,SEA,D.Moore,28,1,1
NO,SEA,NA,0,1,0
SEA,NO,J.Hill,0,3,1
SEA,NO,A.Kamara,1,3,1
NO,SEA,T.Lockett,-2,1,1
NO,SEA,T.Lockett,31,1,1
NO,SEA,T.Lockett,8,3,1
SEA,NO,A.Kamara,-5,1,1
SEA,NO,T.Ginn,8,1,0
SEA,NO,A.Kamara,-5,1,1
SEA,NO,J.Hill,11,2,0
NO,SEA,T.Lockett,2,1,1
NO,SEA,C.Prosise,-5,1,1
NO,SEA,T.Lockett,1,3,1
SEA,NO,A.Kamara,1,3,1
NO,SEA,C.Prosise,-3,3,1
NO,SEA,C.Prosise,-4,1,1
SEA,NO,T.Ginn,5,1,1
SEA,NO,T.Ginn,1,3,0
SEA,NO,M.Thomas,7,2,1
SEA,NO,J.Cook,7,3,1
SEA,NO,A.Kamara,1,2,1
SEA,NO,M.Thomas,16,1,0
SEA,NO,A.Kamara,-3,3,1
NO,SEA,N.Vannett,9,2,1
NO,SEA,DK.Metcalf,53,1,1
SEA,NO,M.Thomas,14,3,1
SEA,NO,T.Ginn,10,1,1
SEA,NO,A.Kamara,4,3,1
SEA,NO,A.Kamara,-5,3,0
SEA,NO,M.Thomas,6,1,1
SEA,NO,A.Kamara,0,3,1
SEA,NO,M.Thomas,0,1,1
NO,SEA,W.Dissly,6,1,1
NO,SEA,W.Dissly,5,3,1
NO,SEA,T.Lockett,39,3,0
NO,SEA,DK.Metcalf,6,1,0
NO,SEA,W.Dissly,22,1,1
NO,SEA,D.Moore,14,3,0
NO,SEA,T.Lockett,13,1,0
SEA,NO,A.Kamara,-6,1,1
SEA,NO,M.Thomas,6,2,1
SEA,NO,J.Cook,15,1,0
NO,SEA,W.Dissly,6,2,1
NO,SEA,T.Lockett,23,2,1
NO,SEA,NA,14,1,0
NO,SEA,J.Brown,6,2,0
NO,SEA,C.Prosise,19,1,1
NO,SEA,DK.Metcalf,13,1,0
NO,SEA,T.Lockett,8,2,1
SEA,NO,T.Ginn,5,3,0
SEA,NO,M.Thomas,2,3,0
NO,SEA,T.Lockett,0,1,0
NO,SEA,M.Turner,8,1,1
NO,SEA,M.Turner,37,3,0
SEA,NO,T.Hill,-1,1,1
NO,SEA,N.Vannett,11,2,0
NO,SEA,DK.Metcalf,5,1,1
NO,SEA,J.Brown,18,3,0
NO,SEA,T.Lockett,29,2,1
NO,SEA,W.Dissly,22,3,0
NO,SEA,J.Brown,7,2,1
NO,SEA,J.Brown,5,1,1
NO,SEA,J.Brown,8,1,0
NO,SEA,C.Prosise,3,1,1
NO,SEA,T.Lockett,6,3,1
NO,SEA,T.Lockett,-3,3,1
NO,SEA,T.Lockett,10,1,1
NO,SEA,M.Turner,7,2,1
NO,SEA,DK.Metcalf,31,3,0
NO,SEA,J.Brown,11,1,1
NO,SEA,DK.Metcalf,13,1,0
NO,SEA,NA,13,1,0
NO,SEA,W.Dissly,4,3,1
HOU,LAC,K.Allen,4,3,1
HOU,LAC,A.Ekeler,-2,3,1
LAC,HOU,D.Hopkins,4,3,1
LAC,HOU,K.Stills,-4,2,1
HOU,LAC,A.Ekeler,-4,1,1
HOU,LAC,K.Allen,7,1,1
LAC,HOU,D.Fells,0,3,1
LAC,HOU,D.Fells,4,2,0
LAC,HOU,D.Hopkins,1,3,1
LAC,HOU,W.Fuller,11,3,1
LAC,HOU,D.Hopkins,2,1,1
LAC,HOU,W.Fuller,-4,1,1
HOU,LAC,K.Allen,8,3,0
HOU,LAC,M.Williams,10,2,1
HOU,LAC,J.Jackson,-6,1,1
HOU,LAC,K.Allen,7,3,1
HOU,LAC,A.Ekeler,-2,3,1
HOU,LAC,A.Ekeler,1,1,1
HOU,LAC,D.Inman,23,3,1
HOU,LAC,M.Williams,15,3,0
LAC,HOU,D.Fells,2,1,1
LAC,HOU,K.Stills,27,1,1
LAC,HOU,D.Fells,16,3,1
HOU,LAC,K.Allen,13,3,1
HOU,LAC,T.Benjamin,-5,1,1
HOU,LAC,K.Allen,3,3,0
HOU,LAC,A.Ekeler,-7,3,1
LAC,HOU,K.Stills,7,2,1
LAC,HOU,D.Johnson,-2,3,1
LAC,HOU,K.Stills,29,3,0
LAC,HOU,D.Johnson,-3,3,0
HOU,LAC,M.Williams,12,2,1
HOU,LAC,A.Ekeler,-4,3,1
HOU,LAC,M.Williams,22,3,0
HOU,LAC,M.Williams,10,1,1
HOU,LAC,A.Ekeler,2,1,1
HOU,LAC,J.Jackson,2,2,1
HOU,LAC,K.Allen,1,3,1
LAC,HOU,K.Stills,10,3,0
LAC,HOU,K.Stills,35,2,1
LAC,HOU,J.Akins,1,1,1
LAC,HOU,W.Fuller,10,1,0
HOU,LAC,J.Jackson,-5,3,1
HOU,LAC,D.Inman,47,2,0
LAC,HOU,D.Hopkins,11,2,0
LAC,HOU,W.Fuller,10,1,1
LAC,HOU,D.Hopkins,15,1,1
LAC,HOU,W.Fuller,30,3,1
HOU,LAC,K.Allen,6,1,1
HOU,LAC,K.Allen,16,3,1
HOU,LAC,K.Allen,25,3,0
LAC,HOU,W.Fuller,14,3,0
LAC,HOU,D.Hopkins,3,3,1
LAC,HOU,D.Hopkins,4,2,1
LAC,HOU,J.Akins,4,3,0
LAC,HOU,J.Akins,15,3,1
HOU,LAC,T.Benjamin,12,1,1
HOU,LAC,L.Kendricks,13,1,1
HOU,LAC,T.Benjamin,19,3,0
HOU,LAC,K.Allen,21,1,0
LAC,HOU,D.Johnson,-3,3,1
LAC,HOU,D.Fells,5,2,1
LAC,HOU,W.Fuller,-4,3,1
LAC,HOU,J.Akins,0,1,0
LAC,HOU,J.Akins,10,2,1
HOU,LAC,K.Allen,4,1,1
HOU,LAC,K.Allen,7,1,1
HOU,LAC,J.Jackson,-2,1,1
HOU,LAC,T.Benjamin,5,1,0
LAC,HOU,D.Fells,5,3,1
HOU,LAC,K.Allen,2,1,1
HOU,LAC,K.Allen,22,3,1
HOU,LAC,M.Williams,31,1,0
HOU,LAC,L.Kendricks,19,3,0
HOU,LAC,K.Allen,15,2,1
HOU,LAC,T.Benjamin,40,3,0
HOU,LAC,S.Culkin,7,3,0
HOU,LAC,K.Allen,5,2,1
HOU,LAC,M.Williams,33,2,0
HOU,LAC,D.Inman,19,1,0
LA,CLE,J.Landry,7,3,1
LA,CLE,N.Chubb,-1,1,1
LA,CLE,N.Chubb,-5,1,0
CLE,LA,C.Kupp,4,3,1
CLE,LA,R.Woods,11,1,0
LA,CLE,O.Beckham,5,2,0
CLE,LA,B.Cooks,0,3,1
CLE,LA,R.Woods,10,3,0
CLE,LA,B.Cooks,15,3,1
CLE,LA,B.Cooks,20,1,0
CLE,LA,C.Kupp,0,3,1
CLE,LA,G.Everett,-2,1,1
CLE,LA,C.Kupp,0,3,1
LA,CLE,O.Beckham,10,1,1
LA,CLE,O.Beckham,9,1,1
LA,CLE,O.Beckham,-5,3,1
LA,CLE,R.Seals-Jones,12,1,1
LA,CLE,D.Ratley,4,1,1
LA,CLE,O.Beckham,0,3,0
CLE,LA,R.Woods,9,3,1
CLE,LA,C.Kupp,5,1,1
CLE,LA,R.Woods,30,1,0
CLE,LA,C.Kupp,11,3,0
CLE,LA,B.Cooks,19,1,0
LA,CLE,N.Chubb,5,1,1
LA,CLE,J.Landry,38,3,0
CLE,LA,G.Everett,13,1,1
CLE,LA,R.Woods,18,3,1
CLE,LA,C.Kupp,0,3,1
CLE,LA,B.Cooks,-5,1,1
LA,CLE,J.Landry,11,2,1
LA,CLE,O.Beckham,0,3,0
LA,CLE,J.Landry,30,1,0
CLE,LA,C.Kupp,6,1,1
CLE,LA,B.Cooks,5,1,1
CLE,LA,R.Woods,10,3,1
CLE,LA,R.Woods,18,3,0
CLE,LA,C.Kupp,4,2,1
LA,CLE,NA,0,3,0
LA,CLE,J.Landry,10,3,0
LA,CLE,N.Chubb,0,3,0
CLE,LA,B.Cooks,19,1,1
CLE,LA,B.Cooks,15,2,1
CLE,LA,T.Gurley,0,1,0
CLE,LA,C.Kupp,13,2,1
CLE,LA,J.Reynolds,11,2,0
CLE,LA,C.Kupp,11,1,1
LA,CLE,O.Beckham,5,3,1
LA,CLE,D.Ratley,5,3,1
LA,CLE,O.Beckham,2,3,1
LA,CLE,N.Chubb,-2,1,1
LA,CLE,D.Ratley,0,3,0
LA,CLE,D.Harris,2,2,1
CLE,LA,B.Cooks,13,1,1
CLE,LA,NA,11,1,0
LA,CLE,J.Landry,21,1,0
CLE,LA,B.Cooks,10,3,1
CLE,LA,C.Kupp,17,1,1
CLE,LA,C.Kupp,4,1,1
LA,CLE,O.Beckham,20,3,1
LA,CLE,R.Seals-Jones,0,3,0
LA,CLE,N.Chubb,-4,3,1
CLE,LA,M.Brown,3,3,0
CLE,LA,B.Cooks,16,1,0
CLE,LA,J.Reynolds,14,3,0
CLE,LA,NA,18,1,0
LA,CLE,NA,10,3,0
LA,CLE,N.Chubb,-5,1,0
LA,CLE,J.Landry,17,2,1
LA,CLE,D.Ratley,15,2,1
LA,CLE,J.Landry,4,3,0
LA,CLE,J.Landry,0,3,0
LA,CLE,D.Harris,4,2,0
LA,CLE,NA,4,3,0
WAS,CHI,A.Robinson,5,3,1
WAS,CHI,C.Patterson,4,1,1
WAS,CHI,D.Montgomery,-1,3,1
WAS,CHI,A.Robinson,0,1,1
WAS,CHI,T.Cohen,-2,3,0
WAS,CHI,T.Burton,0,1,1
CHI,WAS,J.Sprinkle,20,2,0
CHI,WAS,NA,16,1,0
CHI,WAS,P.Richardson,6,3,1
CHI,WAS,C.Thompson,0,3,1
WAS,CHI,T.Burton,10,2,1
WAS,CHI,A.Robinson,10,2,1
WAS,CHI,T.Gabriel,5,1,1
CHI,WAS,J.Sprinkle,11,2,1
CHI,WAS,T.Quinn,-2,3,1
CHI,WAS,A.Peterson,1,3,0
CHI,WAS,T.McLaurin,7,2,0
CHI,WAS,T.Quinn,4,3,1
WAS,CHI,D.Montgomery,-1,2,1
WAS,CHI,A.Robinson,10,2,1
WAS,CHI,T.Gabriel,10,3,0
WAS,CHI,T.Burton,-3,2,1
WAS,CHI,A.Miller,0,2,1
WAS,CHI,T.Gabriel,3,1,1
WAS,CHI,T.Gabriel,1,3,1
CHI,WAS,NA,12,3,0
WAS,CHI,T.Cohen,-1,3,1
WAS,CHI,T.Gabriel,2,3,1
WAS,CHI,A.Shaheen,6,2,1
WAS,CHI,A.Robinson,5,2,1
WAS,CHI,A.Miller,-4,1,0
WAS,CHI,D.Montgomery,-7,3,1
WAS,CHI,T.Gabriel,36,3,0
CHI,WAS,T.McLaurin,6,1,1
CHI,WAS,T.McLaurin,17,1,1
CHI,WAS,P.Richardson,17,3,1
CHI,WAS,T.Quinn,5,1,1
CHI,WAS,T.Quinn,3,2,1
CHI,WAS,P.Richardson,7,3,1
CHI,WAS,NA,22,2,0
WAS,CHI,T.Burton,-1,3,1
CHI,WAS,S.Sims,-2,3,1
CHI,WAS,A.Peterson,-7,3,0
CHI,WAS,T.Quinn,4,2,1
CHI,WAS,P.Richardson,11,2,1
CHI,WAS,P.Richardson,4,3,1
CHI,WAS,T.McLaurin,15,2,1
WAS,CHI,A.Miller,18,3,0
WAS,CHI,T.Cohen,-3,2,1
WAS,CHI,T.Gabriel,13,1,1
WAS,CHI,A.Robinson,14,1,1
WAS,CHI,NA,5,3,0
CHI,WAS,J.Sprinkle,2,1,1
CHI,WAS,C.Thompson,-4,3,1
CHI,WAS,V.Davis,4,3,1
CHI,WAS,V.Davis,6,2,0
CHI,WAS,S.Sims,0,3,1
CHI,WAS,V.Davis,2,1,1
CHI,WAS,J.Sprinkle,2,3,0
CHI,WAS,P.Richardson,2,1,1
WAS,CHI,T.Cohen,24,1,0
CHI,WAS,A.Peterson,-9,3,1
CHI,WAS,P.Richardson,12,2,1
CHI,WAS,T.Quinn,6,2,0
CHI,WAS,T.McLaurin,7,2,1
CHI,WAS,C.Thompson,-1,3,0
CHI,WAS,T.McLaurin,6,3,1
CHI,WAS,T.McLaurin,14,2,1
WAS,CHI,J.Wims,4,3,1
CHI,WAS,P.Richardson,8,3,1
CHI,WAS,C.Thompson,5,2,1
CHI,WAS,T.McLaurin,19,1,0
CHI,WAS,C.Thompson,-6,1,1
GB,PHI,N.Agholor,9,1,0
GB,PHI,J.Howard,0,3,1
GB,PHI,Z.Ertz,10,3,0
PHI,GB,J.Williams,-1,1,1
PHI,GB,D.Adams,8,2,1
PHI,GB,D.Adams,23,3,1
PHI,GB,D.Adams,-5,2,1
GB,PHI,Z.Ertz,13,1,1
GB,PHI,M.Hollins,21,3,0
PHI,GB,D.Adams,9,1,1
PHI,GB,M.Valdes-Scantling,2,3,1
PHI,GB,D.Adams,2,3,1
PHI,GB,M.Lewis,-5,3,1
PHI,GB,D.Adams,10,3,1
PHI,GB,J.Graham,8,2,1
PHI,GB,M.Valdes-Scantling,12,2,0
PHI,GB,D.Adams,12,2,0
GB,PHI,Z.Ertz,5,3,1
GB,PHI,Z.Ertz,7,2,1
GB,PHI,A.Jeffery,19,3,0
GB,PHI,D.Goedert,-4,3,1
PHI,GB,G.Allison,2,3,1
PHI,GB,D.Adams,12,3,1
PHI,GB,D.Adams,13,1,0
GB,PHI,Z.Ertz,11,3,1
GB,PHI,A.Jeffery,2,3,0
GB,PHI,D.Goedert,3,2,1
PHI,GB,M.Lewis,5,2,1
PHI,GB,D.Adams,10,3,1
PHI,GB,J.Graham,4,3,0
PHI,GB,A.Jones,2,1,0
PHI,GB,G.Allison,31,2,1
PHI,GB,G.Allison,19,2,1
PHI,GB,M.Valdes-Scantling,27,3,0
GB,PHI,Z.Ertz,9,2,1
GB,PHI,A.Jeffery,11,1,0
GB,PHI,M.Hollins,11,2,1
GB,PHI,A.Jeffery,6,2,1
GB,PHI,J.Howard,-5,1,1
GB,PHI,J.Howard,2,1,1
PHI,GB,D.Adams,-1,3,1
PHI,GB,D.Adams,0,2,0
GB,PHI,D.Goedert,0,2,0
GB,PHI,A.Jeffery,1,3,0
PHI,GB,NA,2,3,0
PHI,GB,D.Vitale,2,3,1
PHI,GB,M.Valdes-Scantling,15,2,1
PHI,GB,J.Graham,9,3,1
PHI,GB,D.Adams,14,3,0
PHI,GB,J.Graham,13,3,1
GB,PHI,Z.Ertz,4,1,1
GB,PHI,A.Jeffery,24,1,0
GB,PHI,A.Jeffery,11,1,1
PHI,GB,J.Graham,7,2,1
PHI,GB,A.Jones,1,3,1
PHI,GB,A.Jones,-6,3,1
PHI,GB,A.Jones,3,2,1
PHI,GB,D.Adams,21,3,0
PHI,GB,D.Adams,13,3,1
PHI,GB,J.Graham,3,3,1
PHI,GB,J.Graham,1,3,0
PHI,GB,D.Vitale,-1,2,0
PHI,GB,NA,1,1,0
PHI,GB,J.Graham,1,3,0
GB,PHI,Z.Ertz,-1,1,1
GB,PHI,J.Howard,2,1,0
GB,PHI,A.Jeffery,7,3,0
PHI,GB,J.Graham,7,2,1
PHI,GB,M.Valdes-Scantling,22,1,0
PHI,GB,A.Jones,-6,1,1
PHI,GB,D.Vitale,4,1,1
PHI,GB,A.Jones,-6,1,1
PHI,GB,A.Jones,2,1,1
PHI,GB,NA,11,3,0
PHI,GB,M.Valdes-Scantling,10,2,1
PHI,GB,G.Allison,18,3,0
PHI,GB,R.Tonyan,11,2,1
PHI,GB,NA,3,2,0
ATL,TEN,C.Davis,5,1,1
ATL,TEN,A.Humphries,2,1,0
ATL,TEN,D.Lewis,-4,3,1
TEN,ATL,J.Jones,17,1,0
TEN,ATL,C.Ridley,7,3,0
ATL,TEN,A.Brown,10,2,1
TEN,ATL,A.Hooper,3,1,1
TEN,ATL,A.Hooper,17,1,1
TEN,ATL,M.Sanu,4,2,1
ATL,TEN,NA,1,3,0
ATL,TEN,D.Lewis,8,1,0
ATL,TEN,C.Davis,8,2,1
ATL,TEN,NA,9,3,0
ATL,TEN,De.Walker,3,1,1
ATL,TEN,A.Humphries,8,3,1
ATL,TEN,A.Brown,11,3,1
TEN,ATL,J.Jones,20,3,1
TEN,ATL,A.Hooper,-1,1,0
TEN,ATL,A.Hooper,8,2,1
ATL,TEN,D.Lewis,-4,1,1
TEN,ATL,C.Ridley,50,2,0
ATL,TEN,A.Brown,22,1,1
ATL,TEN,A.Humphries,5,3,1
ATL,TEN,C.Davis,13,3,0
TEN,ATL,J.Jones,19,3,0
TEN,ATL,J.Jones,9,3,1
TEN,ATL,D.Freeman,3,1,1
TEN,ATL,M.Sanu,0,3,0
TEN,ATL,M.Sanu,6,2,1
ATL,TEN,C.Davis,16,3,1
ATL,TEN,D.Lewis,-3,3,1
ATL,TEN,D.Henry,-2,3,1
ATL,TEN,C.Davis,13,1,1
TEN,ATL,A.Hooper,10,2,1
TEN,ATL,J.Jones,3,1,1
TEN,ATL,A.Hooper,2,3,1
TEN,ATL,M.Sanu,30,2,0
TEN,ATL,D.Freeman,-5,3,1
TEN,ATL,M.Sanu,4,1,1
TEN,ATL,A.Hooper,4,3,1
TEN,ATL,I.Smith,-1,1,0
TEN,ATL,M.Sanu,6,3,1
TEN,ATL,NA,9,3,0
TEN,ATL,D.Freeman,-2,3,1
TEN,ATL,NA,22,1,0
TEN,ATL,D.Freeman,4,1,0
TEN,ATL,M.Sanu,16,1,1
TEN,ATL,L.Stocker,5,3,0
TEN,ATL,C.Ridley,3,3,0
TEN,ATL,M.Sanu,24,2,0
ATL,TEN,C.Davis,13,2,1
ATL,TEN,J.Smith,1,1,1
ATL,TEN,NA,2,3,0
TEN,ATL,C.Ridley,21,3,1
TEN,ATL,A.Hooper,16,2,1
TEN,ATL,M.Sanu,5,1,1
ATL,TEN,NA,-5,1,0
ATL,TEN,De.Walker,5,3,0
ATL,TEN,D.Lewis,4,2,1
TEN,ATL,M.Sanu,5,1,1
TEN,ATL,NA,18,1,0
TEN,ATL,A.Hooper,15,1,0
ATL,TEN,NA,-6,1,0
