defensive_team,posteam,receiver,air_yards,pass_location,reception
NYG,DAL,A.Cooper,6,1,1
NYG,DAL,R.Cobb,6,3,1
NYG,DAL,J.Witten,-1,3,1
DAL,NYG,S.Shepard,-1,1,1
DAL,NYG,E.Engram,-7,1,0
DAL,NYG,R.Ellison,2,3,1
NYG,DAL,M.Gallup,5,3,1
NYG,DAL,R.Cobb,-3,1,1
NYG,DAL,M.Gallup,5,3,1
NYG,DAL,J.Olawale,37,3,0
NYG,DAL,T.Austin,6,3,1
NYG,DAL,B.Jarwin,3,1,1
NYG,DAL,E.Elliott,4,2,0
NYG,DAL,A.Cooper,21,1,1
DAL,NYG,E.Engram,4,2,1
DAL,NYG,S.Shepard,6,2,1
DAL,NYG,C.Latimer,8,1,1
DAL,NYG,S.Shepard,3,3,1
DAL,NYG,B.Fowler,5,2,1
DAL,NYG,C.Latimer,18,1,0
DAL,NYG,E.Engram,5,3,0
DAL,NYG,NA,44,1,0
DAL,NYG,C.Latimer,29,3,1
DAL,NYG,NA,0,2,0
DAL,NYG,C.Latimer,14,3,0
DAL,NYG,B.Fowler,11,1,1
DAL,NYG,S.Shepard,0,3,1
DAL,NYG,NA,0,3,0
DAL,NYG,S.Shepard,10,2,0
NYG,DAL,A.Cooper,35,2,1
NYG,DAL,R.Cobb,21,2,1
DAL,NYG,B.Fowler,3,1,1
DAL,NYG,S.Barkley,6,1,0
DAL,NYG,E.Engram,11,2,1
DAL,NYG,C.Latimer,22,1,1
DAL,NYG,B.Fowler,4,3,1
NYG,DAL,M.Gallup,14,2,1
NYG,DAL,J.Witten,-1,1,1
DAL,NYG,S.Shepard,7,2,1
DAL,NYG,C.Latimer,10,2,0
DAL,NYG,S.Barkley,-8,3,0
DAL,NYG,B.Fowler,5,2,1
DAL,NYG,E.Engram,1,1,1
NYG,DAL,M.Gallup,5,1,1
NYG,DAL,A.Cooper,9,2,0
DAL,NYG,S.Barkley,1,3,1
DAL,NYG,E.Engram,8,2,1
DAL,NYG,E.Engram,15,2,0
DAL,NYG,E.Engram,-3,1,1
DAL,NYG,S.Barkley,-1,2,1
DAL,NYG,E.Engram,8,3,1
DAL,NYG,E.Engram,19,3,1
DAL,NYG,W.Gallman Jr,3,2,1
DAL,NYG,W.Gallman Jr,-3,3,1
DAL,NYG,E.Engram,3,3,1
DAL,NYG,W.Gallman Jr,0,3,1
DAL,NYG,R.Ellison,29,3,0
ARI,DET,K.Johnson,0,1,1
ARI,DET,K.Golladay,5,1,1
DET,ARI,K.Johnson,23,3,0
DET,ARI,D.Byrd,6,1,1
ARI,DET,T.Hockenson,11,3,1
ARI,DET,T.Hockenson,16,3,0
ARI,DET,D.Amendola,8,1,0
DET,ARI,C.Kirk,6,3,0
DET,ARI,C.Kirk,5,3,1
DET,ARI,L.Fitzgerald,3,2,0
DET,ARI,NA,19,3,0
ARI,DET,M.Jones,5,3,1
ARI,DET,K.Golladay,13,2,1
ARI,DET,D.Amendola,6,1,1
ARI,DET,K.Golladay,27,3,0
DET,ARI,C.Kirk,12,2,0
DET,ARI,NA,17,1,0
ARI,DET,D.Amendola,27,3,1
DET,ARI,K.Johnson,12,3,1
DET,ARI,L.Fitzgerald,3,2,1
DET,ARI,D.Johnson,6,2,1
ARI,DET,T.Hockenson,6,1,1
ARI,DET,M.Jones,4,3,1
ARI,DET,T.Hockenson,11,1,1
ARI,DET,K.Golladay,1,1,1
DET,ARI,D.Johnson,0,3,1
DET,ARI,K.Johnson,14,3,0
DET,ARI,D.Byrd,10,1,0
DET,ARI,C.Edmonds,9,3,0
DET,ARI,L.Fitzgerald,2,1,0
ARI,DET,NA,5,2,0
ARI,DET,D.Amendola,5,1,1
ARI,DET,D.Amendola,5,3,1
ARI,DET,D.Amendola,5,1,0
ARI,DET,D.Amendola,4,2,0
ARI,DET,D.Amendola,24,2,0
DET,ARI,D.Johnson,2,1,0
DET,ARI,K.Johnson,5,3,1
ARI,DET,J.McKissic,-2,2,1
DET,ARI,C.Kirk,20,3,0
DET,ARI,L.Fitzgerald,3,1,0
ARI,DET,J.McKissic,3,2,1
DET,ARI,C.Kirk,23,3,0
DET,ARI,K.Johnson,15,2,1
DET,ARI,L.Fitzgerald,6,2,1
DET,ARI,C.Kirk,24,3,0
DET,ARI,C.Kirk,9,3,0
ARI,DET,N.Bawden,-1,1,1
ARI,DET,D.Amendola,9,1,1
ARI,DET,T.Hockenson,19,1,1
ARI,DET,D.Amendola,0,3,0
ARI,DET,J.James,6,2,1
ARI,DET,K.Golladay,9,1,0
ARI,DET,T.Hockenson,23,3,1
DET,ARI,D.Byrd,10,3,0
DET,ARI,L.Fitzgerald,-1,3,1
DET,ARI,L.Fitzgerald,41,3,1
DET,ARI,D.Johnson,4,1,1
DET,ARI,C.Kirk,16,2,0
DET,ARI,K.Johnson,6,1,0
ARI,DET,D.Amendola,3,3,1
DET,ARI,L.Fitzgerald,3,1,1
DET,ARI,C.Kirk,5,3,1
DET,ARI,D.Johnson,2,3,1
DET,ARI,K.Johnson,11,3,1
DET,ARI,D.Johnson,5,2,1
DET,ARI,C.Kirk,8,2,1
DET,ARI,D.Johnson,26,2,1
ARI,DET,K.Johnson,4,3,1
ARI,DET,K.Golladay,28,3,0
DET,ARI,L.Fitzgerald,1,1,1
DET,ARI,L.Fitzgerald,32,1,0
DET,ARI,D.Byrd,15,2,1
DET,ARI,K.Johnson,0,3,1
DET,ARI,D.Byrd,3,1,1
DET,ARI,L.Fitzgerald,2,3,1
ARI,DET,K.Golladay,11,1,1
ARI,DET,K.Golladay,38,1,0
ARI,DET,T.Hockenson,43,1,0
DET,ARI,L.Fitzgerald,45,1,1
DET,ARI,M.Williams,4,2,1
DET,ARI,K.Johnson,8,3,0
DET,ARI,NA,10,3,0
ARI,DET,M.Jones,20,2,1
ARI,DET,M.Jones,23,2,1
ARI,DET,T.Hockenson,8,3,0
ARI,DET,K.Golladay,15,3,0
DET,ARI,C.Clay,5,2,1
DET,ARI,D.Byrd,20,1,0
DET,ARI,C.Kirk,2,3,1
DET,ARI,D.Byrd,8,1,1
DET,ARI,L.Fitzgerald,16,1,0
DET,ARI,C.Kirk,9,2,0
ARI,DET,T.Hockenson,5,1,1
ARI,DET,D.Amendola,6,3,1
ARI,DET,D.Amendola,20,3,0
ARI,DET,NA,40,3,0
PIT,NE,J.Edelman,23,2,0
NE,PIT,J.Smith-Schuster,4,3,1
NE,PIT,J.Conner,1,1,1
NE,PIT,J.Holton,41,3,0
PIT,NE,J.Edelman,8,1,0
PIT,NE,R.Burkhead,2,2,1
PIT,NE,P.Dorsett,2,1,1
PIT,NE,J.White,-6,1,1
PIT,NE,J.Gordon,0,3,1
NE,PIT,D.Moncrief,0,2,1
NE,PIT,D.Johnson,2,1,1
PIT,NE,J.Meyers,17,2,1
PIT,NE,J.White,4,3,1
PIT,NE,J.Gordon,10,3,1
PIT,NE,J.Edelman,4,2,1
PIT,NE,J.White,-1,3,1
PIT,NE,R.Burkhead,0,1,0
PIT,NE,J.Gordon,7,3,0
NE,PIT,R.Switzer,2,3,1
NE,PIT,R.Switzer,-1,3,1
PIT,NE,R.Izzo,7,1,0
PIT,NE,J.White,3,3,0
PIT,NE,J.White,2,1,1
PIT,NE,J.Edelman,13,2,1
PIT,NE,J.Edelman,9,1,1
PIT,NE,P.Dorsett,25,3,1
NE,PIT,D.Moncrief,17,1,0
NE,PIT,D.Moncrief,33,3,0
NE,PIT,J.Smith-Schuster,15,2,1
NE,PIT,R.Switzer,-1,1,1
NE,PIT,J.Washington,37,3,0
NE,PIT,D.Johnson,0,3,1
NE,PIT,D.Moncrief,4,1,0
PIT,NE,R.Burkhead,-4,1,1
PIT,NE,R.Burkhead,5,1,1
PIT,NE,J.Edelman,16,3,0
PIT,NE,J.White,3,1,1
PIT,NE,P.Dorsett,3,1,1
PIT,NE,R.Burkhead,2,2,0
PIT,NE,J.White,14,3,0
NE,PIT,J.Conner,1,2,1
NE,PIT,R.Switzer,6,1,1
NE,PIT,J.Smith-Schuster,-1,3,0
NE,PIT,J.Smith-Schuster,13,1,0
NE,PIT,J.Washington,38,3,1
NE,PIT,D.Moncrief,18,3,0
NE,PIT,D.Moncrief,1,1,0
PIT,NE,J.Edelman,13,1,1
PIT,NE,R.Izzo,2,3,1
PIT,NE,P.Dorsett,43,3,1
NE,PIT,J.Conner,0,3,1
NE,PIT,J.Conner,1,3,1
NE,PIT,D.Johnson,35,3,0
NE,PIT,J.Washington,13,1,0
NE,PIT,J.Holton,4,3,0
PIT,NE,J.Edelman,1,2,1
PIT,NE,J.Gordon,42,2,1
PIT,NE,R.Burkhead,5,1,1
NE,PIT,J.Smith-Schuster,9,1,1
NE,PIT,J.Smith-Schuster,4,2,1
NE,PIT,R.Switzer,4,2,1
NE,PIT,R.Switzer,2,3,1
NE,PIT,D.Johnson,6,3,0
NE,PIT,D.Moncrief,2,2,0
NE,PIT,D.Moncrief,1,2,1
NE,PIT,D.Moncrief,13,1,0
PIT,NE,J.Edelman,6,3,1
PIT,NE,R.Burkhead,2,3,1
PIT,NE,J.Edelman,2,3,0
PIT,NE,R.Burkhead,2,2,0
PIT,NE,J.Edelman,-3,1,0
NE,PIT,J.Smith-Schuster,15,1,1
NE,PIT,D.Moncrief,3,1,1
NE,PIT,J.Washington,36,3,0
NE,PIT,NA,41,3,0
NE,PIT,J.Samuels,-1,1,1
NE,PIT,J.Smith-Schuster,5,1,1
NE,PIT,V.McDonald,13,1,1
NE,PIT,V.McDonald,3,3,0
NE,PIT,J.Samuels,4,1,0
NE,PIT,D.Johnson,2,1,1
NE,PIT,J.Washington,4,3,1
NE,PIT,V.McDonald,9,2,0
NE,PIT,V.McDonald,7,1,1
NO,HOU,D.Johnson,2,2,0
NO,HOU,D.Hopkins,11,2,0
HOU,NO,A.Kamara,-6,3,1
HOU,NO,M.Thomas,16,2,1
HOU,NO,L.Murray,-2,3,1
HOU,NO,L.Murray,-7,3,1
HOU,NO,T.Ginn,4,3,1
NO,HOU,J.Akins,1,1,0
NO,HOU,D.Johnson,4,2,1
HOU,NO,J.Cook,17,1,0
HOU,NO,M.Thomas,5,1,1
HOU,NO,M.Thomas,5,2,1
HOU,NO,J.Cook,6,3,1
HOU,NO,NA,7,3,0
NO,HOU,W.Fuller,50,2,1
NO,HOU,D.Hopkins,-3,1,1
NO,HOU,D.Hopkins,19,3,0
NO,HOU,D.Hopkins,8,1,1
HOU,NO,M.Thomas,5,3,0
HOU,NO,A.Kamara,4,3,1
HOU,NO,J.Cook,16,3,1
HOU,NO,M.Thomas,15,1,1
HOU,NO,A.Kamara,5,1,1
HOU,NO,NA,0,3,0
HOU,NO,NA,4,3,0
NO,HOU,D.Hopkins,3,3,1
NO,HOU,D.Hopkins,6,2,1
NO,HOU,D.Hopkins,35,3,0
NO,HOU,D.Johnson,-3,1,1
NO,HOU,K.Stills,-3,2,1
NO,HOU,C.Hyde,-2,1,1
NO,HOU,D.Johnson,3,1,1
NO,HOU,D.Johnson,0,3,1
NO,HOU,D.Hopkins,2,1,1
HOU,NO,T.Smith,12,2,1
HOU,NO,M.Thomas,11,1,0
HOU,NO,A.Kamara,-7,1,1
HOU,NO,M.Thomas,16,1,1
HOU,NO,M.Thomas,13,1,0
HOU,NO,M.Thomas,14,1,1
HOU,NO,T.Ginn,11,3,1
HOU,NO,A.Kamara,6,2,1
HOU,NO,T.Hill,0,3,0
NO,HOU,D.Hopkins,14,1,0
NO,HOU,W.Fuller,15,2,1
NO,HOU,NA,15,1,0
NO,HOU,D.Hopkins,15,2,1
HOU,NO,A.Kamara,3,2,1
HOU,NO,A.Kamara,3,1,1
HOU,NO,T.Ginn,10,3,1
HOU,NO,T.Ginn,9,1,1
HOU,NO,M.Thomas,5,1,1
HOU,NO,A.Kamara,2,3,0
HOU,NO,T.Hill,9,1,1
NO,HOU,D.Fells,-1,1,0
NO,HOU,NA,46,3,0
HOU,NO,M.Thomas,7,1,1
HOU,NO,J.Hill,-4,1,1
HOU,NO,T.Smith,14,3,1
NO,HOU,K.Stills,-4,2,1
NO,HOU,J.Akins,4,3,1
NO,HOU,D.Carter,-4,1,1
NO,HOU,D.Hopkins,5,1,0
NO,HOU,D.Hopkins,21,2,1
HOU,NO,M.Thomas,2,3,1
HOU,NO,T.Ginn,35,1,1
NO,HOU,D.Hopkins,34,1,1
NO,HOU,K.Stills,32,2,1
HOU,NO,T.Ginn,11,3,1
HOU,NO,M.Thomas,10,1,1
HOU,NO,T.Ginn,9,3,1
DEN,OAK,R.Grant,5,3,1
DEN,OAK,R.Grant,8,2,1
DEN,OAK,D.Waller,4,1,1
DEN,OAK,D.Waller,21,1,1
DEN,OAK,T.Williams,8,2,1
OAK,DEN,P.Lindsay,0,2,1
OAK,DEN,P.Lindsay,-2,2,1
DEN,OAK,H.Renfrow,-2,1,1
DEN,OAK,D.Waller,5,2,1
DEN,OAK,T.Williams,15,2,1
DEN,OAK,H.Renfrow,3,1,0
DEN,OAK,D.Harris,0,2,1
DEN,OAK,F.Moreau,4,3,1
OAK,DEN,C.Sutton,15,2,1
OAK,DEN,C.Sutton,13,2,1
OAK,DEN,C.Sutton,18,3,0
DEN,OAK,D.Waller,2,1,1
DEN,OAK,F.Moreau,3,2,1
DEN,OAK,T.Williams,32,2,1
DEN,OAK,D.Waller,7,2,1
DEN,OAK,R.Grant,0,1,1
DEN,OAK,H.Renfrow,10,2,1
OAK,DEN,C.Sutton,5,1,1
OAK,DEN,E.Sanders,4,2,1
OAK,DEN,D.Hamilton,5,1,1
OAK,DEN,R.Freeman,5,2,1
OAK,DEN,P.Lindsay,4,2,0
OAK,DEN,D.Hamilton,16,1,0
OAK,DEN,P.Lindsay,-4,3,0
OAK,DEN,E.Sanders,16,3,0
OAK,DEN,C.Sutton,13,2,1
OAK,DEN,D.Hamilton,-2,3,1
OAK,DEN,N.Fant,12,1,1
OAK,DEN,N.Fant,1,3,0
DEN,OAK,D.Waller,3,2,1
OAK,DEN,NA,-2,3,0
OAK,DEN,P.Lindsay,4,3,1
OAK,DEN,D.Hamilton,8,2,0
DEN,OAK,T.Williams,45,2,0
DEN,OAK,D.Waller,-3,1,1
DEN,OAK,D.Waller,16,1,0
DEN,OAK,R.Grant,-1,2,0
OAK,DEN,N.Fant,8,3,1
OAK,DEN,N.Fant,5,1,0
DEN,OAK,J.Jacobs,4,2,1
DEN,OAK,T.Williams,5,3,1
DEN,OAK,T.Williams,19,2,1
OAK,DEN,E.Sanders,41,2,1
OAK,DEN,E.Sanders,3,3,1
OAK,DEN,C.Sutton,15,2,1
OAK,DEN,P.Lindsay,3,1,1
OAK,DEN,E.Sanders,5,3,1
OAK,DEN,C.Sutton,3,1,1
OAK,DEN,E.Sanders,17,3,0
OAK,DEN,C.Sutton,13,2,1
OAK,DEN,E.Sanders,1,3,1
DEN,OAK,T.Williams,1,1,1
CAR,TB,C.Godwin,10,1,1
CAR,TB,M.Evans,-1,3,1
CAR,TB,B.Perriman,6,1,0
TB,CAR,D.Moore,11,3,1
TB,CAR,C.Samuel,-3,1,1
TB,CAR,C.McCaffrey,0,1,1
TB,CAR,J.Wright,6,3,1
CAR,TB,C.Godwin,19,1,1
CAR,TB,M.Evans,21,1,0
TB,CAR,C.Samuel,39,1,1
TB,CAR,C.Samuel,7,3,0
TB,CAR,G.Olsen,5,3,1
TB,CAR,J.Wright,3,3,1
TB,CAR,NA,4,3,0
TB,CAR,G.Olsen,9,3,0
CAR,TB,C.Godwin,5,2,1
CAR,TB,C.Brate,2,3,1
TB,CAR,C.Samuel,32,3,0
TB,CAR,C.McCaffrey,0,3,0
CAR,TB,C.Godwin,-1,1,1
TB,CAR,G.Olsen,14,1,1
TB,CAR,J.Wright,6,2,0
TB,CAR,D.Moore,7,1,1
TB,CAR,D.Moore,3,1,0
CAR,TB,P.Barber,-1,1,1
CAR,TB,B.Perriman,10,3,0
CAR,TB,D.Ogunbowale,-4,1,1
TB,CAR,C.Samuel,11,2,1
TB,CAR,J.Wright,15,1,0
TB,CAR,J.Wright,20,3,0
CAR,TB,M.Evans,37,1,1
CAR,TB,C.Brate,5,2,1
CAR,TB,C.Godwin,20,3,1
TB,CAR,D.Moore,5,1,1
TB,CAR,G.Olsen,7,1,1
TB,CAR,D.Moore,-2,3,0
TB,CAR,D.Moore,13,1,1
TB,CAR,C.McCaffrey,-1,3,0
TB,CAR,C.Hogan,10,1,1
TB,CAR,J.Wright,26,3,0
TB,CAR,G.Olsen,14,3,1
TB,CAR,G.Olsen,15,3,0
TB,CAR,C.Samuel,11,1,0
CAR,TB,M.Evans,11,3,0
TB,CAR,G.Olsen,30,3,1
CAR,TB,C.Godwin,15,3,1
CAR,TB,B.Perriman,24,1,0
TB,CAR,D.Moore,9,2,1
TB,CAR,C.McCaffrey,3,3,0
CAR,TB,M.Evans,11,1,1
CAR,TB,M.Evans,19,3,0
CAR,TB,B.Perriman,24,1,0
TB,CAR,D.Moore,14,1,1
TB,CAR,NA,0,3,0
TB,CAR,D.Moore,6,1,1
TB,CAR,C.Samuel,22,2,0
CAR,TB,C.Godwin,40,3,0
TB,CAR,G.Olsen,14,1,0
TB,CAR,C.Samuel,25,1,0
CAR,TB,C.Godwin,-3,3,1
TB,CAR,C.Samuel,26,1,0
TB,CAR,D.Moore,10,3,0
TB,CAR,C.Samuel,3,2,0
CAR,TB,C.Godwin,14,1,1
CAR,TB,M.Evans,8,1,1
CAR,TB,M.Evans,14,1,0
TB,CAR,C.Samuel,20,3,1
TB,CAR,C.Samuel,32,3,0
TB,CAR,G.Olsen,6,3,1
TB,CAR,D.Moore,4,1,1
TB,CAR,C.McCaffrey,-1,3,1
TB,CAR,D.Moore,20,3,0
TB,CAR,C.Samuel,9,3,1
TB,CAR,C.McCaffrey,1,3,0
TB,CAR,D.Moore,11,1,0
TB,CAR,D.Moore,8,1,1
BAL,ARI,L.Fitzgerald,-4,2,1
BAL,ARI,D.Johnson,-5,2,1
BAL,ARI,M.Crabtree,8,3,1
ARI,BAL,N.Boyle,9,2,1
ARI,BAL,M.Brown,17,2,1
ARI,BAL,M.Brown,6,1,1
ARI,BAL,M.Brown,1,3,1
ARI,BAL,M.Andrews,20,3,1
BAL,ARI,NA,17,3,0
ARI,BAL,M.Brown,5,3,1
ARI,BAL,M.Brown,20,3,0
BAL,ARI,L.Fitzgerald,5,1,1
BAL,ARI,L.Fitzgerald,1,1,1
BAL,ARI,C.Kirk,27,3,1
BAL,ARI,D.Byrd,-4,1,1
BAL,ARI,NA,4,3,0
ARI,BAL,M.Brown,34,1,0
ARI,BAL,M.Andrews,27,2,1
ARI,BAL,J.Hill,18,2,0
ARI,BAL,M.Andrews,6,2,1
BAL,ARI,C.Edmonds,-2,1,1
BAL,ARI,C.Kirk,14,2,1
BAL,ARI,D.Byrd,4,1,1
BAL,ARI,D.Byrd,9,1,1
BAL,ARI,D.Byrd,2,1,1
BAL,ARI,C.Kirk,-3,3,1
BAL,ARI,K.Johnson,30,3,1
BAL,ARI,C.Edmonds,-2,3,1
BAL,ARI,L.Fitzgerald,3,1,0
ARI,BAL,M.Brown,22,1,0
ARI,BAL,M.Andrews,13,2,1
ARI,BAL,M.Ingram,20,3,1
ARI,BAL,J.Hill,-1,3,1
ARI,BAL,H.Hurst,1,2,1
BAL,ARI,L.Fitzgerald,13,3,0
BAL,ARI,D.Byrd,11,1,1
BAL,ARI,K.Johnson,15,3,0
BAL,ARI,L.Fitzgerald,6,2,0
BAL,ARI,C.Kirk,12,2,0
BAL,ARI,M.Crabtree,9,2,0
BAL,ARI,C.Kirk,19,3,1
ARI,BAL,M.Boykin,24,1,0
ARI,BAL,M.Andrews,-5,1,1
BAL,ARI,L.Fitzgerald,27,3,1
BAL,ARI,M.Williams,18,2,1
BAL,ARI,C.Clay,0,3,1
BAL,ARI,M.Crabtree,3,2,1
BAL,ARI,L.Fitzgerald,5,1,0
BAL,ARI,L.Fitzgerald,5,1,0
ARI,BAL,P.Ricard,-1,3,1
ARI,BAL,M.Ingram,-1,3,1
ARI,BAL,M.Brown,-3,1,1
ARI,BAL,NA,36,3,0
ARI,BAL,M.Andrews,9,2,1
ARI,BAL,M.Brown,-1,3,1
ARI,BAL,M.Boykin,4,2,0
ARI,BAL,M.Andrews,7,2,1
ARI,BAL,N.Boyle,-4,2,0
ARI,BAL,N.Boyle,17,2,0
BAL,ARI,L.Fitzgerald,27,3,1
BAL,ARI,D.Byrd,7,1,1
BAL,ARI,C.Kirk,-5,3,1
ARI,BAL,M.Andrews,5,1,1
ARI,BAL,M.Boykin,11,1,1
ARI,BAL,M.Andrews,13,2,0
ARI,BAL,NA,8,3,0
ARI,BAL,W.Snead,5,2,1
BAL,ARI,C.Clay,2,2,0
BAL,ARI,C.Kirk,0,3,1
ARI,BAL,M.Brown,8,2,0
ARI,BAL,M.Brown,0,1,1
ARI,BAL,M.Brown,7,2,0
BAL,ARI,C.Kirk,0,2,0
BAL,ARI,D.Byrd,5,1,0
BAL,ARI,L.Fitzgerald,29,3,0
ARI,BAL,M.Brown,39,3,1
DAL,WAS,T.McLaurin,45,2,0
DAL,WAS,J.Sprinkle,6,2,1
DAL,WAS,T.Quinn,4,3,0
DAL,WAS,C.Thompson,2,3,1
WAS,DAL,R.Cobb,4,2,1
WAS,DAL,M.Gallup,11,2,0
DAL,WAS,C.Thompson,2,1,1
DAL,WAS,C.Thompson,0,3,1
DAL,WAS,P.Richardson,0,3,1
WAS,DAL,J.Witten,2,1,1
WAS,DAL,E.Elliott,-6,2,1
WAS,DAL,E.Elliott,2,2,1
WAS,DAL,NA,18,2,0
DAL,WAS,T.Quinn,3,1,1
DAL,WAS,A.Peterson,1,3,1
WAS,DAL,A.Cooper,7,1,0
DAL,WAS,T.McLaurin,33,1,0
WAS,DAL,M.Gallup,8,1,1
WAS,DAL,M.Gallup,9,3,1
WAS,DAL,R.Cobb,0,1,1
WAS,DAL,D.Smith,44,2,1
DAL,WAS,A.Peterson,0,3,1
DAL,WAS,T.Quinn,5,2,1
DAL,WAS,T.Quinn,7,2,0
WAS,DAL,M.Gallup,47,1,0
WAS,DAL,R.Cobb,3,3,1
WAS,DAL,A.Cooper,6,3,1
WAS,DAL,J.Witten,-2,3,1
WAS,DAL,J.Witten,2,3,1
WAS,DAL,A.Cooper,7,1,1
WAS,DAL,M.Gallup,12,3,1
WAS,DAL,M.Gallup,12,3,1
WAS,DAL,A.Cooper,16,2,1
WAS,DAL,A.Cooper,5,2,1
DAL,WAS,V.Davis,9,2,1
DAL,WAS,T.McLaurin,21,2,1
DAL,WAS,C.Thompson,-1,3,0
DAL,WAS,V.Davis,4,2,0
DAL,WAS,S.Sims,-3,3,1
DAL,WAS,T.Quinn,8,2,1
DAL,WAS,T.McLaurin,5,1,1
DAL,WAS,C.Thompson,-1,3,0
DAL,WAS,P.Richardson,4,2,1
WAS,DAL,B.Jarwin,16,1,1
WAS,DAL,M.Gallup,8,2,1
WAS,DAL,R.Cobb,-2,3,1
WAS,DAL,T.Pollard,2,1,1
WAS,DAL,R.Cobb,-3,3,1
WAS,DAL,M.Gallup,4,3,1
DAL,WAS,T.McLaurin,17,2,1
DAL,WAS,C.Thompson,1,1,1
DAL,WAS,T.Quinn,2,2,0
DAL,WAS,C.Thompson,5,3,0
WAS,DAL,D.Smith,7,1,1
WAS,DAL,J.Witten,13,2,1
WAS,DAL,D.Smith,5,2,1
DAL,WAS,C.Thompson,-4,2,1
DAL,WAS,P.Richardson,7,3,1
DAL,WAS,V.Davis,5,2,1
DAL,WAS,V.Davis,4,2,1
DAL,WAS,W.Smallwood,4,2,1
DAL,WAS,W.Smallwood,0,1,1
DAL,WAS,T.Quinn,6,1,1
DAL,WAS,T.McLaurin,6,1,0
DAL,WAS,T.McLaurin,5,2,1
DAL,WAS,T.McLaurin,1,2,0
DAL,WAS,T.McLaurin,1,1,1
IND,TEN,De.Walker,11,2,0
IND,TEN,De.Walker,12,2,1
TEN,IND,J.Doyle,1,1,1
TEN,IND,C.Rogers,-3,1,1
TEN,IND,E.Ebron,2,3,1
TEN,IND,E.Ebron,2,2,1
IND,TEN,D.Henry,-1,1,0
IND,TEN,A.Brown,1,2,1
TEN,IND,M.Alie-Cox,5,3,0
TEN,IND,T.Hilton,-2,3,1
IND,TEN,D.Henry,-2,1,1
IND,TEN,T.Sharpe,15,1,1
IND,TEN,C.Davis,-2,3,1
IND,TEN,De.Walker,7,3,1
IND,TEN,D.Jennings,7,2,1
IND,TEN,D.Quessenberry,1,2,1
TEN,IND,M.Mack,-3,3,0
TEN,IND,E.Ebron,5,1,0
TEN,IND,T.Hilton,17,1,1
TEN,IND,P.Campbell,12,1,1
IND,TEN,C.Davis,7,3,1
IND,TEN,A.Humphries,-1,3,1
TEN,IND,NA,12,3,0
IND,TEN,C.Davis,13,3,0
IND,TEN,De.Walker,10,3,1
IND,TEN,A.Humphries,-5,1,1
IND,TEN,D.Lewis,-3,1,1
TEN,IND,E.Ebron,5,2,1
TEN,IND,C.Rogers,4,1,1
TEN,IND,C.Rogers,11,3,0
TEN,IND,T.Hilton,7,3,1
TEN,IND,NA,14,3,0
TEN,IND,C.Rogers,-6,3,1
TEN,IND,D.Cain,9,1,0
IND,TEN,C.Davis,14,2,1
TEN,IND,M.Mack,2,3,1
TEN,IND,J.Doyle,2,1,1
IND,TEN,D.Henry,-4,3,1
TEN,IND,J.Doyle,9,2,0
TEN,IND,J.Wilkins,0,1,1
TEN,IND,N.Hines,3,2,0
IND,TEN,A.Brown,11,1,1
TEN,IND,N.Hines,-4,1,1
IND,TEN,De.Walker,30,2,0
TEN,IND,M.Mack,-1,2,1
TEN,IND,T.Hilton,4,1,1
IND,TEN,C.Davis,5,3,0
IND,TEN,A.Brown,8,1,0
IND,TEN,T.Sharpe,9,2,1
TEN,IND,T.Hilton,33,1,0
IND,TEN,De.Walker,4,1,1
IND,TEN,A.Brown,5,3,1
IND,TEN,A.Brown,0,3,0
SEA,PIT,V.McDonald,4,3,1
PIT,SEA,DK.Metcalf,12,1,1
PIT,SEA,DK.Metcalf,11,1,0
SEA,PIT,V.McDonald,5,2,1
SEA,PIT,R.Switzer,3,2,0
SEA,PIT,R.Switzer,0,1,0
PIT,SEA,T.Lockett,5,3,1
PIT,SEA,T.Lockett,1,3,1
SEA,PIT,V.McDonald,-3,3,1
SEA,PIT,J.Conner,-4,2,1
SEA,PIT,R.Switzer,4,1,0
SEA,PIT,J.Holton,42,1,0
SEA,PIT,D.Johnson,3,2,0
PIT,SEA,C.Carson,-4,1,1
PIT,SEA,DK.Metcalf,30,1,0
PIT,SEA,M.Turner,11,3,1
PIT,SEA,T.Lockett,33,1,0
PIT,SEA,T.Lockett,5,2,1
PIT,SEA,W.Dissly,14,3,1
SEA,PIT,J.Washington,15,3,0
PIT,SEA,DK.Metcalf,8,1,0
PIT,SEA,M.Turner,7,2,1
SEA,PIT,J.Smith-Schuster,6,1,1
SEA,PIT,J.Washington,6,2,1
SEA,PIT,J.Smith-Schuster,6,1,1
SEA,PIT,J.Smith-Schuster,22,3,0
SEA,PIT,J.Conner,2,1,1
PIT,SEA,M.Turner,5,2,1
PIT,SEA,C.Prosise,5,2,1
PIT,SEA,T.Lockett,4,3,1
PIT,SEA,C.Prosise,0,1,1
PIT,SEA,C.Prosise,-2,3,1
PIT,SEA,T.Lockett,2,1,1
PIT,SEA,T.Lockett,7,1,1
PIT,SEA,T.Lockett,4,1,0
PIT,SEA,T.Lockett,3,3,1
SEA,PIT,J.Conner,-5,2,0
SEA,PIT,NA,19,1,0
PIT,SEA,DK.Metcalf,8,1,1
PIT,SEA,DK.Metcalf,16,1,0
PIT,SEA,N.Vannett,13,2,1
PIT,SEA,W.Dissly,11,1,1
SEA,PIT,X.Grimble,4,2,0
